id;parentId;parentUrl;expandInMenu;visible;priority;access;title;linkText;url;topDescription;bottomDescription;metaTitle;metaDescription
"43764";"42405";"prislusenstvo-k-ventilatorum";"0";"0";"";"1";"Zpětné klapky, filtračné boxy";"Zpětné klapky, filtračné boxy";"zpetne-klapky--filtracne-boxy";"";"";"Zpětné klapky, filtračné boxy | PremiumStore.sk";"Zpětné klapky, filtračné boxy: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"45174";"42519";"nytovani";"0";"0";"";"1";"Nitovacie matice";"Nitovacie matice";"nitovacie-matice";"";"";"Nitovacie matice | PremiumStore.sk";"Nitovacie matice v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"45177";"42519";"nytovani";"0";"0";"";"1";"Nitovacie kliešte";"Nitovacie kliešte";"nitovacie-klieste";"";"";"Nitovacie kliešte | PremiumStore.sk";"Nitovacie kliešte: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"42528";"42525";"pokryvacske-prace";"0";"0";"";"1";"Spájky, horáky";"Spájky, horáky";"spajky--horaky";"";"";"Spájky, horáky | PremiumStore.sk";"Spájky, horáky – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"42534";"42531";"sanitarna-technika";"0";"0";"";"1";"Sprchové hadice";"Sprchové hadice";"sprchove-hadice";"";"";"Sprchové hadice | PremiumStore.sk";"Sprchové hadice – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"42537";"42531";"sanitarna-technika";"0";"0";"";"1";"Sprchové hlavice";"Sprchové hlavice";"sprchove-hlavice";"";"";"Sprchové hlavice | PremiumStore.sk";"Sprchové hlavice – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"43095";"42531";"sanitarna-technika";"0";"0";"";"1";"Dávkovače mydlá";"Dávkovače mydlá";"davkovace-mydla";"";"";"Dávkovače mydlá | PremiumStore.sk";"Dávkovače mydlá skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"42546";"42543";"cerpadla-2";"0";"0";"";"1";"Palivová a olejová čerpadlá";"Palivová a olejová čerpadlá";"palivova-a-olejova-cerpadla";"";"";"Palivová a olejová čerpadlá | PremiumStore.sk";"Palivová a olejová čerpadlá – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"43674";"42552";"klieste";"0";"0";"";"1";"Kliešte ploché";"Kliešte ploché";"klieste-ploche";"";"";"Kliešte ploché | PremiumStore.sk";"Kliešte ploché – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"43860";"42552";"klieste";"0";"0";"";"1";"Kliešte špeciálne";"Kliešte špeciálne";"klieste-specialne";"";"";"Kliešte špeciálne | PremiumStore.sk";"Kliešte špeciálne – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"44544";"42552";"klieste";"0";"0";"";"1";"Kliešte lisovací";"Kliešte lisovací";"klieste-lisovaci";"";"";"Kliešte lisovací | PremiumStore.sk";"Kliešte lisovací skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"44649";"42552";"klieste";"0";"0";"";"1";"Kliešte konektorové";"Kliešte konektorové";"klieste-konektorove";"";"";"Kliešte konektorové | PremiumStore.sk";"Kliešte konektorové na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"44700";"42552";"klieste";"0";"0";"";"1";"Kliešte štiepacie";"Kliešte štiepacie";"klieste-stiepacie";"";"";"Kliešte štiepacie | PremiumStore.sk";"Kliešte štiepacie skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"44811";"42552";"klieste";"0";"0";"";"1";"Kliešte kombinované";"Kliešte kombinované";"klieste-kombinovane";"";"";"Kliešte kombinované | PremiumStore.sk";"Kliešte kombinované na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"45390";"42552";"klieste";"0";"0";"";"1";"Kliešte seeger";"Kliešte seeger";"klieste-seeger";"";"";"Kliešte seeger | PremiumStore.sk";"Kliešte seeger – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"45468";"42552";"klieste";"0";"0";"";"1";"Kliešte SIKO";"Kliešte SIKO";"klieste-siko";"";"";"Kliešte SIKO | PremiumStore.sk";"Kliešte SIKO: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"45750";"42552";"klieste";"0";"0";"";"1";"Nožnice na plech";"Nožnice na plech";"noznice-na-plech-2";"";"";"Kliešte – Nožnice na plech | PremiumStore.sk";"Kliešte – Nožnice na plech: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"42561";"42558";"solarne-panely";"0";"0";"";"1";"Prenosné a skládací";"Prenosné a skládací";"prenosne-a-skladaci";"";"";"Prenosné a skládací | PremiumStore.sk";"Prenosné a skládací na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"44388";"42558";"solarne-panely";"0";"0";"";"1";"Monokrystalické s rámem";"Monokrystalické s rámem";"monokrystalicke-s-ramem";"";"";"Monokrystalické s rámem | PremiumStore.sk";"Monokrystalické s rámem v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"43557";"42570";"sportovni-vybavenie";"0";"0";"";"1";"Sportovní okuliare";"Sportovní okuliare";"sportovni-okuliare";"";"";"Sportovní okuliare | PremiumStore.sk";"Sportovní okuliare skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"43737";"42570";"sportovni-vybavenie";"0";"0";"";"1";"Vodné športy, hračky do vody";"Vodné športy, hračky do vody";"vodne-sporty--hracky-do-vody";"";"";"Vodné športy, hračky do vody | PremiumStore.sk";"Vodné športy, hračky do vody v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"44862";"42570";"sportovni-vybavenie";"0";"0";"";"1";"Hoverboardy";"Hoverboardy";"hoverboardy";"";"";"Hoverboardy | PremiumStore.sk";"Hoverboardy skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"45099";"42570";"sportovni-vybavenie";"0";"0";"";"1";"Bazény a vířivky";"Bazény a vířivky";"bazeny-a-virivky";"";"";"Bazény a vířivky | PremiumStore.sk";"Bazény a vířivky na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"48123";"42570";"sportovni-vybavenie";"0";"0";"";"1";"Odražedla";"Odražedla";"odrazedla";"";"";"";"";
"42576";"42573";"raketove-sporty";"0";"0";"";"1";"Badminton";"Badminton";"badminton";"";"";"Badminton | PremiumStore.sk";"Badminton na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"42996";"42597";"pristrojove-prepojovacie-svorky";"0";"0";"";"1";"Tvar konektoru ""vidlička""";"Tvar konektoru ""vidlička""";"tvar-konektoru--vidlicka";"";"";"Tvar konektoru ""vidlička"" | PremiumStore.sk";"Tvar konektoru ""vidlička"" – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"42621";"42618";"hodiny-a-budiky-2";"0";"0";"";"1";"Budíky";"Budíky";"budiky";"";"";"Hodiny a budíky – Budíky | PremiumStore.sk";"Hodiny a budíky – Budíky na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"43911";"42618";"hodiny-a-budiky-2";"0";"0";"";"1";"Hodiny";"Hodiny";"hodiny";"";"";"Hodiny a budíky – Hodiny | PremiumStore.sk";"Hodiny a budíky – Hodiny: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"44508";"42618";"hodiny-a-budiky-2";"0";"0";"";"1";"Časovače, minútky";"Časovače, minútky";"casovace--minutky";"";"";"Hodiny a budíky – Časovače, minútky | PremiumStore.sk";"Hodiny a budíky – Časovače, minútky skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"42672";"42669";"kufre-a-organizery-na-naradie";"0";"0";"";"1";"Kufre na náradie";"Kufre na náradie";"kufre-na-naradie";"";"";"Kufre na náradie | PremiumStore.sk";"Kufre na náradie na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"45030";"42669";"kufre-a-organizery-na-naradie";"0";"0";"";"1";"Kapsáře na náradie";"Kapsáře na náradie";"kapsare-na-naradie";"";"";"Kapsáře na náradie | PremiumStore.sk";"Kapsáře na náradie na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"45075";"42669";"kufre-a-organizery-na-naradie";"0";"0";"";"1";"Organizéry na náradie";"Organizéry na náradie";"organizery-na-naradie";"";"";"Organizéry na náradie | PremiumStore.sk";"Organizéry na náradie – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"44409";"42753";"kamery-4v1";"0";"0";"";"1";"5.0 Mpix.";"5.0 Mpix.";"5-0-mpix-2";"";"";"KAMERY 4v1 – 5.0 Mpix. | PremiumStore.sk";"KAMERY 4v1 – 5.0 Mpix.: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"44511";"42753";"kamery-4v1";"0";"0";"";"1";"4.0 Mpix.";"4.0 Mpix.";"4-0-mpix-2";"";"";"KAMERY 4v1 – 4.0 Mpix. | PremiumStore.sk";"KAMERY 4v1 – 4.0 Mpix. – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"45699";"42753";"kamery-4v1";"0";"0";"";"1";"8.0 Mpix. (4K)";"8.0 Mpix. (4K)";"8-0-mpix-4k-2";"";"";"KAMERY 4v1 – 8.0 Mpix. (4K) | PremiumStore.sk";"KAMERY 4v1 – 8.0 Mpix. (4K) skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"42804";"42801";"priemyselne-zdroje";"0";"0";"";"1";"12v";"12v";"12v-2";"";"";"Priemyselné zdroje – 12v | PremiumStore.sk";"Priemyselné zdroje – 12v – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"44868";"42801";"priemyselne-zdroje";"0";"0";"";"1";"24v";"24v";"24v-2";"";"";"Priemyselné zdroje – 24v | PremiumStore.sk";"Priemyselné zdroje – 24v skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"42819";"42816";"osviezovace-vzduchu";"0";"0";"";"1";"Různé";"Různé";"ruzne";"";"";"Různé | PremiumStore.sk";"Různé v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"44307";"42816";"osviezovace-vzduchu";"0";"0";"";"1";"Vône CAR CITY";"Vône CAR CITY";"vone-car-city";"";"";"Vône CAR CITY | PremiumStore.sk";"Vône CAR CITY na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"44313";"42816";"osviezovace-vzduchu";"0";"0";"";"1";"Vône FRESH POINT";"Vône FRESH POINT";"vone-fresh-point";"";"";"Vône FRESH POINT | PremiumStore.sk";"Vône FRESH POINT na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"44427";"42816";"osviezovace-vzduchu";"0";"0";"";"1";"Vône AROMA CAR";"Vône AROMA CAR";"vone-aroma-car";"";"";"Vône AROMA CAR | PremiumStore.sk";"Vône AROMA CAR – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"44487";"42816";"osviezovace-vzduchu";"0";"0";"";"1";"Vône INTENSO";"Vône INTENSO";"vone-intenso";"";"";"Vône INTENSO | PremiumStore.sk";"Vône INTENSO: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"44493";"42816";"osviezovace-vzduchu";"0";"0";"";"1";"Vône CITY";"Vône CITY";"vone-city";"";"";"Vône CITY | PremiumStore.sk";"Vône CITY na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"45591";"42816";"osviezovace-vzduchu";"0";"0";"";"1";"Vône LUCKY TOP";"Vône LUCKY TOP";"vone-lucky-top";"";"";"Vône LUCKY TOP | PremiumStore.sk";"Vône LUCKY TOP: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"42828";"42825";"ip-sietove-videorekordery--nvr";"0";"0";"";"1";"8 kanálů";"8 kanálů";"8-kanalu";"";"";"IP sieťové videorekordéry (NVR) – 8 kanálů | PremiumStore.sk";"IP sieťové videorekordéry (NVR) – 8 kanálů v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"43182";"42825";"ip-sietove-videorekordery--nvr";"0";"0";"";"1";"64 kanálů";"64 kanálů";"64-kanalu";"";"";"64 kanálů | PremiumStore.sk";"64 kanálů – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"43707";"42825";"ip-sietove-videorekordery--nvr";"0";"0";"";"1";"4 kanály";"4 kanály";"4-kanaly-2";"";"";"IP sieťové videorekordéry (NVR) – 4 kanály | PremiumStore.sk";"IP sieťové videorekordéry (NVR) – 4 kanály – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"44838";"42825";"ip-sietove-videorekordery--nvr";"0";"0";"";"1";"16 kanálů";"16 kanálů";"16-kanalu";"";"";"IP sieťové videorekordéry (NVR) – 16 kanálů | PremiumStore.sk";"IP sieťové videorekordéry (NVR) – 16 kanálů na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"48087";"42825";"ip-sietove-videorekordery--nvr";"0";"0";"";"1";"32 kanálů";"32 kanálů";"32-kanalu";"";"";"";"";
"42849";"42846";"mikroskopy";"0";"0";"";"1";"Digitálne fotoaparáty";"Digitálne fotoaparáty";"digitalne-fotoaparaty";"";"";"Mikroskopy – Digitálne fotoaparáty | PremiumStore.sk";"Mikroskopy – Digitálne fotoaparáty – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"44769";"42846";"mikroskopy";"0";"0";"";"1";"Príslušenstvo";"Príslušenstvo";"prislusenstvo-16";"";"";"Mikroskopy – Príslušenstvo | PremiumStore.sk";"Mikroskopy – Príslušenstvo v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"44772";"42846";"mikroskopy";"0";"0";"";"1";"LCD displej / PC monitor";"LCD displej / PC monitor";"lcd-displej-pc-monitor";"";"";"LCD displej / PC monitor | PremiumStore.sk";"LCD displej / PC monitor v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"45729";"42846";"mikroskopy";"0";"0";"";"1";"Monokulární";"Monokulární";"monokularni-2";"";"";"Mikroskopy – Monokulární | PremiumStore.sk";"Mikroskopy – Monokulární: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"42867";"42864";"aretace";"0";"0";"";"1";"Alfa Romeo";"Alfa Romeo";"alfa-romeo";"";"";"Alfa Romeo | PremiumStore.sk";"Alfa Romeo skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"43119";"42864";"aretace";"0";"0";"";"1";"Volkswagen";"Volkswagen";"volkswagen";"";"";"Volkswagen | PremiumStore.sk";"Volkswagen skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"43125";"42864";"aretace";"0";"0";"";"1";"Fiat";"Fiat";"fiat";"";"";"Fiat | PremiumStore.sk";"Fiat – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"43131";"42864";"aretace";"0";"0";"";"1";"Ford";"Ford";"ford";"";"";"Ford | PremiumStore.sk";"Ford: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"43140";"42864";"aretace";"0";"0";"";"1";"Chevrolet";"Chevrolet";"chevrolet";"";"";"Chevrolet | PremiumStore.sk";"Chevrolet na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"43686";"42864";"aretace";"0";"0";"";"1";"Škoda";"Škoda";"skoda";"";"";"Škoda | PremiumStore.sk";"Škoda: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"43689";"42864";"aretace";"0";"0";"";"1";"Seat";"Seat";"seat";"";"";"Seat | PremiumStore.sk";"Seat skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"44259";"42864";"aretace";"0";"0";"";"1";"Chrysler";"Chrysler";"chrysler";"";"";"Chrysler | PremiumStore.sk";"Chrysler v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"44298";"42864";"aretace";"0";"0";"";"1";"Citroën";"Citroën";"citroen";"";"";"Citroën | PremiumStore.sk";"Citroën – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"44490";"42864";"aretace";"0";"0";"";"1";"Lancia";"Lancia";"lancia";"";"";"Lancia | PremiumStore.sk";"Lancia na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"44709";"42864";"aretace";"0";"0";"";"1";"Volvo";"Volvo";"volvo";"";"";"Volvo | PremiumStore.sk";"Volvo – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"45342";"42864";"aretace";"0";"0";"";"1";"Nissan";"Nissan";"nissan";"";"";"Nissan | PremiumStore.sk";"Nissan na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"45345";"42864";"aretace";"0";"0";"";"1";"Land Rover";"Land Rover";"land-rover";"";"";"Land Rover | PremiumStore.sk";"Land Rover v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"45738";"42864";"aretace";"0";"0";"";"1";"Renault";"Renault";"renault";"";"";"Renault | PremiumStore.sk";"Renault – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"44265";"42879";"zdravotni-potreby";"0";"0";"";"1";"Rehabilitační rotopedy";"Rehabilitační rotopedy";"rehabilitacni-rotopedy";"";"";"Rehabilitační rotopedy | PremiumStore.sk";"Rehabilitační rotopedy skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"45555";"42879";"zdravotni-potreby";"0";"0";"";"1";"Detské opatrovateľky (chůvičky)";"Detské opatrovateľky (chůvičky)";"detske-opatrovatelky--chuvicky-2";"";"";"Zdravotní potreby – Detské opatrovateľky (chůvičky) | PremiumStore.sk";"Zdravotní potreby – Detské opatrovateľky (chůvičky) – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"42888";"42885";"kablove-prichytky-a-drziaky";"0";"0";"";"1";"Káblové příchytky";"Káblové příchytky";"kablove-prichytky";"";"";"Káblové příchytky a držiaky – Káblové příchytky | PremiumStore.sk";"Káblové příchytky a držiaky – Káblové příchytky v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"47970";"42885";"kablove-prichytky-a-drziaky";"0";"0";"";"1";"Páskové hmoždinky";"Páskové hmoždinky";"paskove-hmozdinky";"";"";"Páskové hmoždinky | PremiumStore.sk";"Páskové hmoždinky v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
